VTX, IDX, in_POSITION0.x, in_POSITION0.y, in_POSITION0.z, in_NORMAL0.x, in_NORMAL0.y, in_NORMAL0.z, in_TANGENT0.x, in_TANGENT0.y, in_TANGENT0.z, in_TANGENT0.w, in_COLOR0.x, in_COLOR0.y, in_COLOR0.z, in_COLOR0.w, in_TEXCOORD0.x, in_TEXCOORD0.y
3815, 14569, -0.664, -0.09991, -0.05048,  0.07207,  0.17485, -0.98195,  0.18538,  0.13869, -0.97283,  1.00,  1.00,  0.50196,  0.50196,  0.30196,  0.23105,  0.24267
3816, 14570, -0.66492, -0.1041, -0.05104,  0.04387,  0.18341, -0.98206,  0.05152, -0.76947, -0.63661, -1.00,  1.00,  0.50196,  0.50196,  0.30196,  0.22952,  0.24642
3817, 14571, -0.67126, -0.09954, -0.04969,  0.0001,  0.21495, -0.97662, -0.00518,  0.21469, -0.97667, -1.00,  1.00,  0.50196,  0.50196,  0.30196,  0.22664,  0.23906
3818, 14569, -0.664, -0.09991, -0.05048,  0.07207,  0.17485, -0.98195,  0.18538,  0.13869, -0.97283,  1.00,  1.00,  0.50196,  0.50196,  0.30196,  0.23105,  0.24267
3819, 14570, -0.66492, -0.1041, -0.05104,  0.04387,  0.18341, -0.98206,  0.05152, -0.76947, -0.63661, -1.00,  1.00,  0.50196,  0.50196,  0.30196,  0.22952,  0.24642
3820, 14572, -0.67231, -0.1042, -0.05094,  0.0073,  0.2153, -0.97652, -0.05138, -0.73133, -0.68009, -1.00,  1.00,  0.50196,  0.50196,  0.30196,  0.22567,  0.24379
3821, 14571, -0.67126, -0.09954, -0.04969,  0.0001,  0.21495, -0.97662, -0.00518,  0.21469, -0.97667, -1.00,  1.00,  0.50196,  0.50196,  0.30196,  0.22664,  0.23906
3822, 14572, -0.67231, -0.1042, -0.05094,  0.0073,  0.2153, -0.97652, -0.05138, -0.73133, -0.68009, -1.00,  1.00,  0.50196,  0.50196,  0.30196,  0.22567,  0.24379
3823, 14573, -0.67865, -0.09774, -0.04979,  0.16216,  0.12378, -0.97897,  0.28343,  0.02123, -0.95876,  1.00,  1.00,  0.50196,  0.50196,  0.30196,  0.22269,  0.23435
3824, 14571, -0.67126, -0.09954, -0.04969,  0.0001,  0.21495, -0.97662, -0.00518,  0.21469, -0.97667, -1.00,  1.00,  0.50196,  0.50196,  0.30196,  0.22664,  0.23906
3825, 14572, -0.67231, -0.1042, -0.05094,  0.0073,  0.2153, -0.97652, -0.05138, -0.73133, -0.68009, -1.00,  1.00,  0.50196,  0.50196,  0.30196,  0.22567,  0.24379
3826, 14574, -0.68098, -0.10333, -0.05098,  0.13958,  0.16954, -0.97559, -0.42747, -0.75299, -0.50027, -1.00,  1.00,  0.50196,  0.50196,  0.30196,  0.22098,  0.24002
3827, 14573, -0.67865, -0.09774, -0.04979,  0.16216,  0.12378, -0.97897,  0.28343,  0.02123, -0.95876,  1.00,  1.00,  0.50196,  0.50196,  0.30196,  0.22269,  0.23435
3828, 14574, -0.68098, -0.10333, -0.05098,  0.13958,  0.16954, -0.97559, -0.42747, -0.75299, -0.50027, -1.00,  1.00,  0.50196,  0.50196,  0.30196,  0.22098,  0.24002
3829, 14575, -0.68509, -0.09851, -0.05249,  0.41029, -0.12525, -0.90331, -0.30493, -0.63771, -0.70735, -1.00,  1.00,  0.50196,  0.50196,  0.30196,  0.21829,  0.23473
3830, 14573, -0.67865, -0.09774, -0.04979,  0.16216,  0.12378, -0.97897,  0.28343,  0.02123, -0.95876,  1.00,  1.00,  0.50196,  0.50196,  0.30196,  0.22269,  0.23435
3831, 14575, -0.68509, -0.09851, -0.05249,  0.41029, -0.12525, -0.90331, -0.30493, -0.63771, -0.70735, -1.00,  1.00,  0.50196,  0.50196,  0.30196,  0.21829,  0.23473
3832, 14576, -0.68456, -0.09203, -0.05364,  0.46573, -0.23978, -0.85182,  0.48128, -0.24959, -0.84028,  1.00,  1.00,  0.50196,  0.50196,  0.30196,  0.21861,  0.22673
3833, 14573, -0.67865, -0.09774, -0.04979,  0.16216,  0.12378, -0.97897,  0.28343,  0.02123, -0.95876,  1.00,  1.00,  0.50196,  0.50196,  0.30196,  0.22269,  0.23435
3834, 14575, -0.68509, -0.09851, -0.05249,  0.41029, -0.12525, -0.90331, -0.30493, -0.63771, -0.70735, -1.00,  1.00,  0.50196,  0.50196,  0.30196,  0.21829,  0.23473
3835, 14577, -0.68789, -0.09484, -0.05492,  0.50969, -0.22442, -0.83057, -0.27288, -0.65923, -0.70068, -1.00,  1.00,  0.50196,  0.50196,  0.30196,  0.21634,  0.22989
3836, 14576, -0.68456, -0.09203, -0.05364,  0.46573, -0.23978, -0.85182,  0.48128, -0.24959, -0.84028,  1.00,  1.00,  0.50196,  0.50196,  0.30196,  0.21861,  0.22673
3837, 14576, -0.68456, -0.09203, -0.05364,  0.46573, -0.23978, -0.85182,  0.48128, -0.24959, -0.84028,  1.00,  1.00,  0.50196,  0.50196,  0.30196,  0.21861,  0.22673
3838, 14577, -0.68789, -0.09484, -0.05492,  0.50969, -0.22442, -0.83057, -0.27288, -0.65923, -0.70068, -1.00,  1.00,  0.50196,  0.50196,  0.30196,  0.21634,  0.22989
3839, 14578, -0.68999, -0.09109, -0.05749,  0.48867, -0.30583, -0.81711, -0.06902, -0.6065, -0.79208, -1.00,  1.00,  0.50196,  0.50196,  0.30196,  0.21467,  0.22497
3840, 14578, -0.68999, -0.09109, -0.05749,  0.48867, -0.30583, -0.81711, -0.06902, -0.6065, -0.79208, -1.00,  1.00,  0.50196,  0.50196,  0.30196,  0.21467,  0.22497
3841, 14579, -0.68608, -0.08795, -0.05644, -0.03741, -0.94456, -0.3262,  0.31593, -0.63706, -0.7031,  1.00,  1.00,  0.50196,  0.50196,  0.30196,  0.2171,  0.22106
3842, 14576, -0.68456, -0.09203, -0.05364,  0.46573, -0.23978, -0.85182,  0.48128, -0.24959, -0.84028,  1.00,  1.00,  0.50196,  0.50196,  0.30196,  0.21861,  0.22673
3843, 14578, -0.68999, -0.09109, -0.05749,  0.48867, -0.30583, -0.81711, -0.06902, -0.6065, -0.79208, -1.00,  1.00,  0.50196,  0.50196,  0.30196,  0.21467,  0.22497
3844, 14580, -0.69216, -0.08703, -0.06015, -0.05967, -0.94876, -0.31031, -0.58638, -0.4263, -0.68879, -1.00,  1.00,  0.50196,  0.50196,  0.30196,  0.21294,  0.2199
3845, 14579, -0.68608, -0.08795, -0.05644, -0.03741, -0.94456, -0.3262,  0.31593, -0.63706, -0.7031,  1.00,  1.00,  0.50196,  0.50196,  0.30196,  0.2171,  0.22106
3846, 14580, -0.69216, -0.08703, -0.06015, -0.05967, -0.94876, -0.31031, -0.58638, -0.4263, -0.68879, -1.00,  1.00,  0.50196,  0.50196,  0.30196,  0.21294,  0.2199
3847, 14581, -0.67776, -0.0893, -0.06053, -0.27896, -0.90525, -0.32046, -0.24368, -0.91113, -0.33235,  1.00,  1.00,  0.50196,  0.50196,  0.30196,  0.2213,  0.21435
3848, 14579, -0.68608, -0.08795, -0.05644, -0.03741, -0.94456, -0.3262,  0.31593, -0.63706, -0.7031,  1.00,  1.00,  0.50196,  0.50196,  0.30196,  0.2171,  0.22106
3849, 14580, -0.69216, -0.08703, -0.06015, -0.05967, -0.94876, -0.31031, -0.58638, -0.4263, -0.68879, -1.00,  1.00,  0.50196,  0.50196,  0.30196,  0.21294,  0.2199
3850, 14582, -0.68108, -0.08736, -0.06444, -0.15724, -0.96999, -0.18546, -0.35327, -0.67191, -0.65095, -1.00,  1.00,  0.50196,  0.50196,  0.30196,  0.21847,  0.21083
3851, 14581, -0.67776, -0.0893, -0.06053, -0.27896, -0.90525, -0.32046, -0.24368, -0.91113, -0.33235,  1.00,  1.00,  0.50196,  0.50196,  0.30196,  0.2213,  0.21435
3852, 14581, -0.67776, -0.0893, -0.06053, -0.27896, -0.90525, -0.32046, -0.24368, -0.91113, -0.33235,  1.00,  1.00,  0.50196,  0.50196,  0.30196,  0.2213,  0.21435
3853, 14582, -0.68108, -0.08736, -0.06444, -0.15724, -0.96999, -0.18546, -0.35327, -0.67191, -0.65095, -1.00,  1.00,  0.50196,  0.50196,  0.30196,  0.21847,  0.21083
3854, 14583, -0.67681, -0.08775, -0.0652, -0.20473, -0.91553, -0.34625, -0.18504, -0.746, -0.63972, -1.00,  1.00,  0.50196,  0.50196,  0.30196,  0.2209,  0.20837
3855, 14581, -0.67776, -0.0893, -0.06053, -0.27896, -0.90525, -0.32046, -0.24368, -0.91113, -0.33235,  1.00,  1.00,  0.50196,  0.50196,  0.30196,  0.2213,  0.21435
3856, 14583, -0.67681, -0.08775, -0.0652, -0.20473, -0.91553, -0.34625, -0.18504, -0.746, -0.63972, -1.00,  1.00,  0.50196,  0.50196,  0.30196,  0.2209,  0.20837
3857, 14584, -0.67341, -0.08862, -0.06542, -0.39582, -0.80242, -0.44659, -0.25795, -0.67875, -0.68757,  1.00,  1.00,  0.50196,  0.50196,  0.30196,  0.22299,  0.20714
3858, 14581, -0.67776, -0.0893, -0.06053, -0.27896, -0.90525, -0.32046, -0.24368, -0.91113, -0.33235,  1.00,  1.00,  0.50196,  0.50196,  0.30196,  0.2213,  0.21435
3859, 14584, -0.67341, -0.08862, -0.06542, -0.39582, -0.80242, -0.44659, -0.25795, -0.67875, -0.68757,  1.00,  1.00,  0.50196,  0.50196,  0.30196,  0.22299,  0.20714
3860, 14585, -0.66807, -0.09162, -0.06511, -0.46192, -0.7632, -0.45182, -0.11188, -0.47618, -0.8722,  1.00,  1.00,  0.50196,  0.50196,  0.30196,  0.22673,  0.20683
3861, 14581, -0.67776, -0.0893, -0.06053, -0.27896, -0.90525, -0.32046, -0.24368, -0.91113, -0.33235,  1.00,  1.00,  0.50196,  0.50196,  0.30196,  0.2213,  0.21435
3862, 14585, -0.66807, -0.09162, -0.06511, -0.46192, -0.7632, -0.45182, -0.11188, -0.47618, -0.8722,  1.00,  1.00,  0.50196,  0.50196,  0.30196,  0.22673,  0.20683
3863, 14586, -0.67025, -0.09465, -0.05764, -0.461, -0.76375, -0.45184, -0.48869, -0.21623, -0.84524, -1.00,  1.00,  0.50196,  0.50196,  0.30196,  0.22697,  0.21732
3864, 14586, -0.67025, -0.09465, -0.05764, -0.461, -0.76375, -0.45184, -0.48869, -0.21623, -0.84524, -1.00,  1.00,  0.50196,  0.50196,  0.30196,  0.22697,  0.21732
3865, 14585, -0.66807, -0.09162, -0.06511, -0.46192, -0.7632, -0.45182, -0.11188, -0.47618, -0.8722,  1.00,  1.00,  0.50196,  0.50196,  0.30196,  0.22673,  0.20683
3866, 14587, -0.66162, -0.09833, -0.06278, -0.56193, -0.69633, -0.44649,  0.06923, -0.62568, -0.777,  1.00,  1.00,  0.50196,  0.50196,  0.30196,  0.23183,  0.21021
3867, 14588, -0.6779, -0.09347, -0.05583, -0.08219,  0.15242, -0.98489, -0.05009,  0.08375, -0.99523,  1.00,  1.00,  0.50196,  0.50196,  0.30196,  0.22483,  0.22665
3868, 14589, -0.67916, -0.09511, -0.05577, -0.07746,  0.14228, -0.98679, -0.4468, -0.39946, -0.8005,  1.00,  1.00,  0.50196,  0.50196,  0.30196,  0.22563,  0.22895
3869, 14590, -0.68232, -0.09113, -0.05596,  0.00844, -0.0411, -0.99912, -0.4594, -0.40167, -0.79222,  1.00,  1.00,  0.50196,  0.50196,  0.30196,  0.22273,  0.23162
3870, 14591, -0.67404, -0.0948, -0.05627, -0.17199,  0.2177, -0.96074, -0.22443,  0.22579, -0.94797, -1.00,  1.00,  0.50196,  0.50196,  0.30196,  0.22611,  0.22223
3871, 14589, -0.67916, -0.09511, -0.05577, -0.07746,  0.14228, -0.98679, -0.4468, -0.39946, -0.8005,  1.00,  1.00,  0.50196,  0.50196,  0.30196,  0.22563,  0.22895
3872, 14588, -0.6779, -0.09347, -0.05583, -0.08219,  0.15242, -0.98489, -0.05009,  0.08375, -0.99523,  1.00,  1.00,  0.50196,  0.50196,  0.30196,  0.22483,  0.22665
3873, 14591, -0.67404, -0.0948, -0.05627, -0.17199,  0.2177, -0.96074, -0.22443,  0.22579, -0.94797, -1.00,  1.00,  0.50196,  0.50196,  0.30196,  0.22611,  0.22223
3874, 14592, -0.6737, -0.09819, -0.0573, -0.23623,  0.21819, -0.94688, -0.39195, -0.47965, -0.78506,  1.00,  1.00,  0.50196,  0.50196,  0.30196,  0.22826,  0.22348
3875, 14589, -0.67916, -0.09511, -0.05577, -0.07746,  0.14228, -0.98679, -0.4468, -0.39946, -0.8005,  1.00,  1.00,  0.50196,  0.50196,  0.30196,  0.22563,  0.22895
3876, 14593, -0.67025, -0.09465, -0.05764, -0.37343,  0.18423, -0.90918, -0.48869, -0.21623, -0.84524,  1.00,  1.00,  0.50196,  0.50196,  0.30196,  0.22697,  0.21732
3877, 14592, -0.6737, -0.09819, -0.0573, -0.23623,  0.21819, -0.94688, -0.39195, -0.47965, -0.78506,  1.00,  1.00,  0.50196,  0.50196,  0.30196,  0.22826,  0.22348
3878, 14591, -0.67404, -0.0948, -0.05627, -0.17199,  0.2177, -0.96074, -0.22443,  0.22579, -0.94797, -1.00,  1.00,  0.50196,  0.50196,  0.30196,  0.22611,  0.22223
3879, 14593, -0.67025, -0.09465, -0.05764, -0.37343,  0.18423, -0.90918, -0.48869, -0.21623, -0.84524,  1.00,  1.00,  0.50196,  0.50196,  0.30196,  0.22697,  0.21732
3880, 14594, -0.66817, -0.09892, -0.05932, -0.43403,  0.13868, -0.89016, -0.28887, -0.58106, -0.76087,  1.00,  1.00,  0.50196,  0.50196,  0.30196,  0.23014,  0.21773
3881, 14592, -0.6737, -0.09819, -0.0573, -0.23623,  0.21819, -0.94688, -0.39195, -0.47965, -0.78506,  1.00,  1.00,  0.50196,  0.50196,  0.30196,  0.22826,  0.22348
3882, 14593, -0.67025, -0.09465, -0.05764, -0.37343,  0.18423, -0.90918, -0.48869, -0.21623, -0.84524,  1.00,  1.00,  0.50196,  0.50196,  0.30196,  0.22697,  0.21732
3883, 14595, -0.66162, -0.09833, -0.06278, -0.47186,  0.11396, -0.87428,  0.06923, -0.62568, -0.777,  1.00,  1.00,  0.50196,  0.50196,  0.30196,  0.23183,  0.21021
3884, 14594, -0.66817, -0.09892, -0.05932, -0.43403,  0.13868, -0.89016, -0.28887, -0.58106, -0.76087,  1.00,  1.00,  0.50196,  0.50196,  0.30196,  0.23014,  0.21773
3885, 14596,  0.00555, -0.11784, -0.0046, -0.19739, -0.9747, -0.10489, -0.14871, -0.9801, -0.13151, -1.00,  0.00,  0.00,  0.00,  0.00,  0.71007,  0.51809
3886, 14597,  0.00532, -0.11757, -0.00661, -0.19739, -0.9747, -0.10489, -0.15761, -0.98112, -0.1121, -1.00,  0.00,  0.00,  0.00,  0.00,  0.71007,  0.52463
3887, 14598,  0.00811, -0.11808, -0.00717, -0.19542, -0.97623, -0.09369, -0.19612, -0.97571, -0.09764, -1.00,  0.00,  0.00,  0.00,  0.00,  0.71092,  0.52463
3888, 14596,  0.00555, -0.11784, -0.0046, -0.19739, -0.9747, -0.10489, -0.14871, -0.9801, -0.13151, -1.00,  0.00,  0.00,  0.00,  0.00,  0.71007,  0.51809
3889, 14598,  0.00811, -0.11808, -0.00717, -0.19542, -0.97623, -0.09369, -0.19612, -0.97571, -0.09764, -1.00,  0.00,  0.00,  0.00,  0.00,  0.71092,  0.52463
3890, 14599,  0.00834, -0.11834, -0.00516, -0.19549, -0.97618, -0.09409, -0.17431, -0.97818, -0.11301, -1.00,  0.00,  0.00,  0.00,  0.00,  0.71092,  0.51809
3891, 14598,  0.00811, -0.11808, -0.00717, -0.19542, -0.97623, -0.09369, -0.19612, -0.97571, -0.09764, -1.00,  0.00,  0.00,  0.00,  0.00,  0.71092,  0.52463
3892, 14600,  0.01714, -0.11991, -0.00693, -0.19268, -0.97812, -0.07842, -0.17337, -0.9817, -0.07883, -1.00,  0.00,  0.00,  0.00,  0.00,  0.7136,  0.51809
3893, 14599,  0.00834, -0.11834, -0.00516, -0.19549, -0.97618, -0.09409, -0.17431, -0.97818, -0.11301, -1.00,  0.00,  0.00,  0.00,  0.00,  0.71092,  0.51809
3894, 14598,  0.00811, -0.11808, -0.00717, -0.19542, -0.97623, -0.09369, -0.19612, -0.97571, -0.09764, -1.00,  0.00,  0.00,  0.00,  0.00,  0.71092,  0.52463
3895, 14601,  0.01689, -0.1197, -0.00894, -0.19253, -0.97822, -0.07758, -0.19273, -0.97809, -0.07868,  1.00,  0.00,  0.00,  0.00,  0.00,  0.7136,  0.52463
3896, 14600,  0.01714, -0.11991, -0.00693, -0.19268, -0.97812, -0.07842, -0.17337, -0.9817, -0.07883, -1.00,  0.00,  0.00,  0.00,  0.00,  0.7136,  0.51809
3897, 14601,  0.01689, -0.1197, -0.00894, -0.19253, -0.97822, -0.07758, -0.19273, -0.97809, -0.07868,  1.00,  0.00,  0.00,  0.00,  0.00,  0.7136,  0.52463
3898, 14602,  0.02701, -0.12167, -0.00891, -0.1906, -0.97938, -0.06696, -0.1615, -0.98533, -0.0551, -1.00,  0.00,  0.00,  0.00,  0.00,  0.71661,  0.51809
3899, 14600,  0.01714, -0.11991, -0.00693, -0.19268, -0.97812, -0.07842, -0.17337, -0.9817, -0.07883, -1.00,  0.00,  0.00,  0.00,  0.00,  0.7136,  0.51809
3900, 14601,  0.01689, -0.1197, -0.00894, -0.19253, -0.97822, -0.07758, -0.19273, -0.97809, -0.07868,  1.00,  0.00,  0.00,  0.00,  0.00,  0.7136,  0.52463
3901, 14603,  0.02675, -0.1215, -0.01093, -0.1906, -0.97938, -0.06696, -0.1709, -0.98322, -0.0638, -1.00,  0.00,  0.00,  0.00,  0.00,  0.71661,  0.52463
3902, 14602,  0.02701, -0.12167, -0.00891, -0.1906, -0.97938, -0.06696, -0.1615, -0.98533, -0.0551, -1.00,  0.00,  0.00,  0.00,  0.00,  0.71661,  0.51809
3903, 14604,  0.0084, -0.12004,  0.00718, -0.11018, -0.98947, -0.09389, -0.10917, -0.98918, -0.098,  1.00,  0.00,  0.00,  0.00,  0.00,  0.71576,  0.52463
3904, 14605,  0.00566, -0.11968,  0.00653, -0.10733, -0.98862, -0.10545, -0.12395, -0.98618, -0.10994, -1.00,  0.00,  0.00,  0.00,  0.00,  0.71661,  0.52463
3905, 14606,  0.006, -0.1195,  0.00452, -0.10733, -0.98862, -0.10545, -0.13188, -0.98265, -0.13042, -1.00,  0.00,  0.00,  0.00,  0.00,  0.71661,  0.51809
3906, 14604,  0.0084, -0.12004,  0.00718, -0.11018, -0.98947, -0.09389, -0.10917, -0.98918, -0.098,  1.00,  0.00,  0.00,  0.00,  0.00,  0.71576,  0.52463
3907, 14606,  0.006, -0.1195,  0.00452, -0.10733, -0.98862, -0.10545, -0.13188, -0.98265, -0.13042, -1.00,  0.00,  0.00,  0.00,  0.00,  0.71661,  0.51809
3908, 14607,  0.00875, -0.11987,  0.00517, -0.11006, -0.98943, -0.09438, -0.13082, -0.98492, -0.11319, -1.00,  0.00,  0.00,  0.00,  0.00,  0.71576,  0.51809
3909, 14608,  0.01704, -0.12117,  0.00922, -0.11422, -0.99044, -0.07735, -0.11393, -0.99038, -0.07853, -1.00,  0.00,  0.00,  0.00,  0.00,  0.71308,  0.52463
3910, 14604,  0.0084, -0.12004,  0.00718, -0.11018, -0.98947, -0.09389, -0.10917, -0.98918, -0.098,  1.00,  0.00,  0.00,  0.00,  0.00,  0.71576,  0.52463
3911, 14607,  0.00875, -0.11987,  0.00517, -0.11006, -0.98943, -0.09438, -0.13082, -0.98492, -0.11319, -1.00,  0.00,  0.00,  0.00,  0.00,  0.71576,  0.51809
3912, 14608,  0.01704, -0.12117,  0.00922, -0.11422, -0.99044, -0.07735, -0.11393, -0.99038, -0.07853, -1.00,  0.00,  0.00,  0.00,  0.00,  0.71308,  0.52463
3913, 14607,  0.00875, -0.11987,  0.00517, -0.11006, -0.98943, -0.09438, -0.13082, -0.98492, -0.11319, -1.00,  0.00,  0.00,  0.00,  0.00,  0.71576,  0.51809
3914, 14609,  0.0174, -0.12105,  0.00721, -0.11399, -0.99039, -0.07831, -0.13396, -0.98785, -0.07876, -1.00,  0.00,  0.00,  0.00,  0.00,  0.71308,  0.51809
3915, 14610,  0.0271, -0.12238,  0.0095, -0.11684, -0.99092, -0.06652, -0.14207, -0.98836, -0.05442, -1.00,  0.00,  0.00,  0.00,  0.00,  0.71007,  0.51809
3916, 14608,  0.01704, -0.12117,  0.00922, -0.11422, -0.99044, -0.07735, -0.11393, -0.99038, -0.07853, -1.00,  0.00,  0.00,  0.00,  0.00,  0.71308,  0.52463
3917, 14609,  0.0174, -0.12105,  0.00721, -0.11399, -0.99039, -0.07831, -0.13396, -0.98785, -0.07876, -1.00,  0.00,  0.00,  0.00,  0.00,  0.71308,  0.51809
3918, 14610,  0.0271, -0.12238,  0.0095, -0.11684, -0.99092, -0.06652, -0.14207, -0.98836, -0.05442, -1.00,  0.00,  0.00,  0.00,  0.00,  0.71007,  0.51809
3919, 14611,  0.02673, -0.12244,  0.01151, -0.11684, -0.99092, -0.06652, -0.13205, -0.98927, -0.06244, -1.00,  0.00,  0.00,  0.00,  0.00,  0.71007,  0.52463
3920, 14608,  0.01704, -0.12117,  0.00922, -0.11422, -0.99044, -0.07735, -0.11393, -0.99038, -0.07853, -1.00,  0.00,  0.00,  0.00,  0.00,  0.71308,  0.52463
3921, 14612,  0.54552,  0.00769, -0.12085,  0.1312,  0.9002,  0.41524,  0.12733,  0.89976,  0.41739, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.73117,  0.01466
3922, 14613,  0.54965,  0.0042, -0.11458,  0.17313,  0.84052,  0.51337,  0.12117,  0.85118,  0.51069, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.72506,  0.01055
3923, 14614,  0.55094,  0.00515, -0.117,  0.26975,  0.87018,  0.41234,  0.22991,  0.88012,  0.41537, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.72559,  0.01466
3924, 14615,  0.54122,  0.00705, -0.11809,  0.12025,  0.89178,  0.4362,  0.06869,  0.84843,  0.52484,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.7323,  0.00644
3925, 14613,  0.54965,  0.0042, -0.11458,  0.17313,  0.84052,  0.51337,  0.12117,  0.85118,  0.51069, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.72506,  0.01055
3926, 14612,  0.54552,  0.00769, -0.12085,  0.1312,  0.9002,  0.41524,  0.12733,  0.89976,  0.41739, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.73117,  0.01466
3927, 14615,  0.54122,  0.00705, -0.11809,  0.12025,  0.89178,  0.4362,  0.06869,  0.84843,  0.52484,  1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.7323,  0.00644
3928, 14616,  0.54739,  0.00354, -0.11374,  0.00367,  0.76776,  0.64073,  0.00375,  0.77072,  0.63716, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.72566,  0.00644
3929, 14613,  0.54965,  0.0042, -0.11458,  0.17313,  0.84052,  0.51337,  0.12117,  0.85118,  0.51069, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.72506,  0.01055
3930, 14613,  0.54965,  0.0042, -0.11458,  0.17313,  0.84052,  0.51337,  0.12117,  0.85118,  0.51069, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.72506,  0.01055
3931, 14616,  0.54739,  0.00354, -0.11374,  0.00367,  0.76776,  0.64073,  0.00375,  0.77072,  0.63716, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.72566,  0.00644
3932, 14617,  0.5534, -0.00149, -0.10794, -0.02465,  0.69863,  0.71505, -0.0206,  0.70799,  0.70592, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.72006,  0.00644
3933, 14614,  0.55094,  0.00515, -0.117,  0.26975,  0.87018,  0.41234,  0.22991,  0.88012,  0.41537, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.72559,  0.01466
3934, 14613,  0.54965,  0.0042, -0.11458,  0.17313,  0.84052,  0.51337,  0.12117,  0.85118,  0.51069, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.72506,  0.01055
3935, 14618,  0.55631, -0.00105, -0.10841,  0.24009,  0.78382,  0.5727,  0.18571,  0.79224,  0.58127, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.71954,  0.01055
3936, 14613,  0.54965,  0.0042, -0.11458,  0.17313,  0.84052,  0.51337,  0.12117,  0.85118,  0.51069, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.72506,  0.01055
3937, 14617,  0.5534, -0.00149, -0.10794, -0.02465,  0.69863,  0.71505, -0.0206,  0.70799,  0.70592, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.72006,  0.00644
3938, 14618,  0.55631, -0.00105, -0.10841,  0.24009,  0.78382,  0.5727,  0.18571,  0.79224,  0.58127, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.71954,  0.01055
3939, 14614,  0.55094,  0.00515, -0.117,  0.26975,  0.87018,  0.41234,  0.22991,  0.88012,  0.41537, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.72559,  0.01466
3940, 14618,  0.55631, -0.00105, -0.10841,  0.24009,  0.78382,  0.5727,  0.18571,  0.79224,  0.58127, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.71954,  0.01055
3941, 14619,  0.55772, -0.00032, -0.11176,  0.39129,  0.81765,  0.42231,  0.37956,  0.82482,  0.41906, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.72011,  0.01466
3942, 14618,  0.55631, -0.00105, -0.10841,  0.24009,  0.78382,  0.5727,  0.18571,  0.79224,  0.58127, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.71954,  0.01055
3943, 14620,  0.57019, -0.01211, -0.10163,  0.51661,  0.68777,  0.50998,  0.49677,  0.7141,  0.49323, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.71246,  0.01466
3944, 14619,  0.55772, -0.00032, -0.11176,  0.39129,  0.81765,  0.42231,  0.37956,  0.82482,  0.41906, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.72011,  0.01466
3945, 14617,  0.5534, -0.00149, -0.10794, -0.02465,  0.69863,  0.71505, -0.0206,  0.70799,  0.70592, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.72006,  0.00644
3946, 14621,  0.56589, -0.01203, -0.09816,  0.22615,  0.65514,  0.72087,  0.198,  0.67698,  0.70887, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.71254,  0.01055
3947, 14618,  0.55631, -0.00105, -0.10841,  0.24009,  0.78382,  0.5727,  0.18571,  0.79224,  0.58127, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.71954,  0.01055
3948, 14618,  0.55631, -0.00105, -0.10841,  0.24009,  0.78382,  0.5727,  0.18571,  0.79224,  0.58127, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.71954,  0.01055
3949, 14621,  0.56589, -0.01203, -0.09816,  0.22615,  0.65514,  0.72087,  0.198,  0.67698,  0.70887, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.71254,  0.01055
3950, 14620,  0.57019, -0.01211, -0.10163,  0.51661,  0.68777,  0.50998,  0.49677,  0.7141,  0.49323, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.71246,  0.01466
3951, 14617,  0.5534, -0.00149, -0.10794, -0.02465,  0.69863,  0.71505, -0.0206,  0.70799,  0.70592, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.72006,  0.00644
3952, 14622,  0.56112, -0.01202, -0.09871, -0.12973,  0.54557,  0.82797, -0.12911,  0.54639,  0.82752, -1.00,  1.00,  0.50196,  0.50196,  0.50196,  0.71338,  0.00644
