VTX, IDX, _input0.x, _input0.y, _input0.z, _input1.x, _input1.y, _input1.z, _input1.w, _input2.x, _input2.y, _input2.z, _input2.w, _input3.x, _input3.y, _input3.z, _input3.w, _input4.x, _input4.y, _input5.x, _input5.y, _input6.x, _input6.y
2197, 505,  29.78853,  5.9253, -45.4551, -0.54883, -0.10919,  0.82861,  0.00,  0.19507, -0.98096,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.21875,  0.8125,  0.29932,  0.54004,  0.07129,  0.2041
2198, 506,  37.91361,  7.54148, -38.65638, -0.69629, -0.13855,  0.7041,  0.00,  0.19507, -0.98096,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.21875,  0.75,  0.24414,  0.55127,  0.03088,  0.2124
2199, 504,  14.79316,  35.71384, -38.65638, -0.27173, -0.65625,  0.7041,  0.00,  0.92383, -0.38257,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.0625,  0.75,  0.40112,  0.74219,  0.12305,  0.32471
2200, 507,  11.62291,  28.06018, -45.4551, -0.21423, -0.51709,  0.82861,  0.00,  0.92383, -0.38257,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.0625,  0.8125,  0.42261,  0.69043,  0.13867,  0.28662
2201, 503,  16.87385,  25.2535, -45.4551, -0.31104, -0.46533,  0.82861,  0.00,  0.83154, -0.55566,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.09375,  0.8125,  0.38696,  0.67139,  0.1192,  0.27612
2202, 508,  7.54149,  37.91361, -38.65638, -0.13855, -0.69629,  0.7041,  0.00,  0.98096, -0.19507,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.03125,  0.75,  0.4502,  0.75732,  0.15198,  0.3335
2203, 507,  11.62291,  28.06018, -45.4551, -0.21423, -0.51709,  0.82861,  0.00,  0.92383, -0.38257,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.0625,  0.8125,  0.42261,  0.69043,  0.13867,  0.28662
2204, 504,  14.79316,  35.71384, -38.65638, -0.27173, -0.65625,  0.7041,  0.00,  0.92383, -0.38257,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.0625,  0.75,  0.40112,  0.74219,  0.12305,  0.32471
2205, 506,  37.91361,  7.54148, -38.65638, -0.69629, -0.13855,  0.7041,  0.00,  0.19507, -0.98096,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.21875,  0.75,  0.24414,  0.55127,  0.03088,  0.2124
2206, 505,  29.78853,  5.9253, -45.4551, -0.54883, -0.10919,  0.82861,  0.00,  0.19507, -0.98096,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.21875,  0.8125,  0.29932,  0.54004,  0.07129,  0.2041
2207, 509,  30.37212, -9.89649E-06, -45.4551, -0.55957,  0.00,  0.82861,  0.00,  0.00, -1.00,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.25,  0.8125,  0.29541,  0.50,  0.06909,  0.18201
2208, 506,  37.91361,  7.54148, -38.65638, -0.69629, -0.13855,  0.7041,  0.00,  0.19507, -0.98096,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.21875,  0.75,  0.24414,  0.55127,  0.03088,  0.2124
2209, 509,  30.37212, -9.89649E-06, -45.4551, -0.55957,  0.00,  0.82861,  0.00,  0.00, -1.00,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.25,  0.8125,  0.29541,  0.50,  0.06909,  0.18201
2210, 510,  38.65638, -0.00001, -38.65638, -0.70996,  0.00,  0.7041,  0.00,  0.00, -1.00,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.25,  0.75,  0.23914,  0.50,  0.02789,  0.18225
2211, 508,  7.54149,  37.91361, -38.65638, -0.13855, -0.69629,  0.7041,  0.00,  0.98096, -0.19507,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.03125,  0.75,  0.4502,  0.75732,  0.15198,  0.3335
2212, 511,  5.92531,  29.78853, -45.4551, -0.10919, -0.54883,  0.82861,  0.00,  0.98096, -0.19507,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.03125,  0.8125,  0.46118,  0.70215,  0.15991,  0.29297
2213, 507,  11.62291,  28.06018, -45.4551, -0.21423, -0.51709,  0.82861,  0.00,  0.92383, -0.38257,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.0625,  0.8125,  0.42261,  0.69043,  0.13867,  0.28662
2214, 512,  1.68972E-06,  38.65638, -38.65638,  0.00, -0.70996,  0.7041,  0.00,  0.99756, -0.04871, -0.04913, -1.00,  1.00,  1.00,  1.00,  1.00,  0.00,  0.75,  0.50146,  0.76221,  0.18213,  0.33643
2215, 511,  5.92531,  29.78853, -45.4551, -0.10919, -0.54883,  0.82861,  0.00,  0.98096, -0.19507,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.03125,  0.8125,  0.46118,  0.70215,  0.15991,  0.29297
2216, 508,  7.54149,  37.91361, -38.65638, -0.13855, -0.69629,  0.7041,  0.00,  0.98096, -0.19507,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.03125,  0.75,  0.4502,  0.75732,  0.15198,  0.3335
2217, 512,  1.68972E-06,  38.65638, -38.65638,  0.00, -0.70996,  0.7041,  0.00,  0.99756, -0.04871, -0.04913, -1.00,  1.00,  1.00,  1.00,  1.00,  0.00,  0.75,  0.50146,  0.76221,  0.18213,  0.33643
2218, 513,  1.32761E-06,  30.37212, -45.4551,  0.00, -0.55957,  0.82861,  0.00,  0.99658, -0.06738, -0.04553, -1.00,  1.00,  1.00,  1.00,  1.00,  0.00,  0.8125,  0.50146,  0.70605,  0.18201,  0.29517
2219, 511,  5.92531,  29.78853, -45.4551, -0.10919, -0.54883,  0.82861,  0.00,  0.98096, -0.19507,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.03125,  0.8125,  0.46118,  0.70215,  0.15991,  0.29297
2220, 513,  1.32761E-06,  30.37212, -45.4551,  0.00, -0.55957,  0.82861,  0.00,  0.99658, -0.06738, -0.04553, -1.00,  1.00,  1.00,  1.00,  1.00,  0.00,  0.8125,  0.50146,  0.70605,  0.18201,  0.29517
2221, 514,  4.08142,  20.51869, -50.50701, -0.07568, -0.38037,  0.92188,  0.00,  0.98096, -0.19507,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.03125,  0.875,  0.47363,  0.63916,  0.16748,  0.25513
2222, 511,  5.92531,  29.78853, -45.4551, -0.10919, -0.54883,  0.82861,  0.00,  0.98096, -0.19507,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.03125,  0.8125,  0.46118,  0.70215,  0.15991,  0.29297
2223, 513,  1.32761E-06,  30.37212, -45.4551,  0.00, -0.55957,  0.82861,  0.00,  0.99658, -0.06738, -0.04553, -1.00,  1.00,  1.00,  1.00,  1.00,  0.00,  0.8125,  0.50146,  0.70605,  0.18201,  0.29517
2224, 515,  9.14472E-07,  20.92068, -50.50701,  0.00, -0.38794,  0.92188,  0.00,  0.99609, -0.08331, -0.03506, -1.00,  1.00,  1.00,  1.00,  1.00,  0.00,  0.875,  0.50146,  0.64209,  0.18188,  0.25659
2225, 514,  4.08142,  20.51869, -50.50701, -0.07568, -0.38037,  0.92188,  0.00,  0.98096, -0.19507,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.03125,  0.875,  0.47363,  0.63916,  0.16748,  0.25513
2226, 511,  5.92531,  29.78853, -45.4551, -0.10919, -0.54883,  0.82861,  0.00,  0.98096, -0.19507,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.03125,  0.8125,  0.46118,  0.70215,  0.15991,  0.29297
2227, 516,  8.006,  19.32819, -50.50701, -0.14844, -0.3584,  0.92188,  0.00,  0.92383, -0.38257,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.0625,  0.875,  0.44702,  0.63135,  0.15356,  0.25073
2228, 507,  11.62291,  28.06018, -45.4551, -0.21423, -0.51709,  0.82861,  0.00,  0.92383, -0.38257,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.0625,  0.8125,  0.42261,  0.69043,  0.13867,  0.28662
2229, 511,  5.92531,  29.78853, -45.4551, -0.10919, -0.54883,  0.82861,  0.00,  0.98096, -0.19507,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.03125,  0.8125,  0.46118,  0.70215,  0.15991,  0.29297
2230, 514,  4.08142,  20.51869, -50.50701, -0.07568, -0.38037,  0.92188,  0.00,  0.98096, -0.19507,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.03125,  0.875,  0.47363,  0.63916,  0.16748,  0.25513
2231, 516,  8.006,  19.32819, -50.50701, -0.14844, -0.3584,  0.92188,  0.00,  0.92383, -0.38257,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.0625,  0.875,  0.44702,  0.63135,  0.15356,  0.25073
2232, 507,  11.62291,  28.06018, -45.4551, -0.21423, -0.51709,  0.82861,  0.00,  0.92383, -0.38257,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.0625,  0.8125,  0.42261,  0.69043,  0.13867,  0.28662
2233, 517,  11.6229,  17.39491, -50.50701, -0.21545, -0.32251,  0.92188,  0.00,  0.83154, -0.55566,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.09375,  0.875,  0.42261,  0.61816,  0.14075,  0.24377
2234, 503,  16.87385,  25.2535, -45.4551, -0.31104, -0.46533,  0.82861,  0.00,  0.83154, -0.55566,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.09375,  0.8125,  0.38696,  0.67139,  0.1192,  0.27612
2235, 507,  11.62291,  28.06018, -45.4551, -0.21423, -0.51709,  0.82861,  0.00,  0.92383, -0.38257,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.0625,  0.8125,  0.42261,  0.69043,  0.13867,  0.28662
2236, 516,  8.006,  19.32819, -50.50701, -0.14844, -0.3584,  0.92188,  0.00,  0.92383, -0.38257,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.0625,  0.875,  0.44702,  0.63135,  0.15356,  0.25073
2237, 517,  11.6229,  17.39491, -50.50701, -0.21545, -0.32251,  0.92188,  0.00,  0.83154, -0.55566,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.09375,  0.875,  0.42261,  0.61816,  0.14075,  0.24377
2238, 515,  9.14472E-07,  20.92068, -50.50701,  0.00, -0.38794,  0.92188,  0.00,  0.99609, -0.08331, -0.03506, -1.00,  1.00,  1.00,  1.00,  1.00,  0.00,  0.875,  0.50146,  0.64209,  0.18188,  0.25659
2239, 518,  2.08069,  10.46033, -53.61795, -0.03922, -0.19714,  0.97949,  0.00,  0.98096, -0.19507,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.03125,  0.9375,  0.4873,  0.5708,  0.1748,  0.21838
2240, 514,  4.08142,  20.51869, -50.50701, -0.07568, -0.38037,  0.92188,  0.00,  0.98096, -0.19507,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.03125,  0.875,  0.47363,  0.63916,  0.16748,  0.25513
2241, 515,  9.14472E-07,  20.92068, -50.50701,  0.00, -0.38794,  0.92188,  0.00,  0.99609, -0.08331, -0.03506, -1.00,  1.00,  1.00,  1.00,  1.00,  0.00,  0.875,  0.50146,  0.64209,  0.18188,  0.25659
2242, 519,  4.66193E-07,  10.66526, -53.61795,  0.00, -0.20093,  0.97949,  0.00,  0.99561, -0.09406, -0.0193, -1.00,  1.00,  1.00,  1.00,  1.00,  0.00,  0.9375,  0.50146,  0.57227,  0.18201,  0.21912
2243, 518,  2.08069,  10.46033, -53.61795, -0.03922, -0.19714,  0.97949,  0.00,  0.98096, -0.19507,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.03125,  0.9375,  0.4873,  0.5708,  0.1748,  0.21838
2244, 520,  0.00,  0.00, -54.66838,  0.00,  0.00,  1.00,  0.00,  0.99512, -0.09802,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.00,  1.00,  0.50146,  0.50,  0.18213,  0.18225
2245, 518,  2.08069,  10.46033, -53.61795, -0.03922, -0.19714,  0.97949,  0.00,  0.98096, -0.19507,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.03125,  0.9375,  0.4873,  0.5708,  0.1748,  0.21838
2246, 519,  4.66193E-07,  10.66526, -53.61795,  0.00, -0.20093,  0.97949,  0.00,  0.99561, -0.09406, -0.0193, -1.00,  1.00,  1.00,  1.00,  1.00,  0.00,  0.9375,  0.50146,  0.57227,  0.18201,  0.21912
2247, 514,  4.08142,  20.51869, -50.50701, -0.07568, -0.38037,  0.92188,  0.00,  0.98096, -0.19507,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.03125,  0.875,  0.47363,  0.63916,  0.16748,  0.25513
2248, 518,  2.08069,  10.46033, -53.61795, -0.03922, -0.19714,  0.97949,  0.00,  0.98096, -0.19507,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.03125,  0.9375,  0.4873,  0.5708,  0.1748,  0.21838
2249, 521,  4.08142,  9.85342, -53.61795, -0.0769, -0.18567,  0.97949,  0.00,  0.92383, -0.38257,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.0625,  0.9375,  0.47363,  0.56689,  0.16785,  0.21619
2250, 514,  4.08142,  20.51869, -50.50701, -0.07568, -0.38037,  0.92188,  0.00,  0.98096, -0.19507,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.03125,  0.875,  0.47363,  0.63916,  0.16748,  0.25513
2251, 521,  4.08142,  9.85342, -53.61795, -0.0769, -0.18567,  0.97949,  0.00,  0.92383, -0.38257,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.0625,  0.9375,  0.47363,  0.56689,  0.16785,  0.21619
2252, 516,  8.006,  19.32819, -50.50701, -0.14844, -0.3584,  0.92188,  0.00,  0.92383, -0.38257,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.0625,  0.875,  0.44702,  0.63135,  0.15356,  0.25073
2253, 522,  0.00,  0.00, -54.66838,  0.00,  0.00,  1.00,  0.00,  0.95703, -0.29028,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.03125,  1.00,  0.50146,  0.50,  0.18213,  0.18225
2254, 521,  4.08142,  9.85342, -53.61795, -0.0769, -0.18567,  0.97949,  0.00,  0.92383, -0.38257,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.0625,  0.9375,  0.47363,  0.56689,  0.16785,  0.21619
2255, 518,  2.08069,  10.46033, -53.61795, -0.03922, -0.19714,  0.97949,  0.00,  0.98096, -0.19507,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.03125,  0.9375,  0.4873,  0.5708,  0.1748,  0.21838
2256, 516,  8.006,  19.32819, -50.50701, -0.14844, -0.3584,  0.92188,  0.00,  0.92383, -0.38257,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.0625,  0.875,  0.44702,  0.63135,  0.15356,  0.25073
2257, 521,  4.08142,  9.85342, -53.61795, -0.0769, -0.18567,  0.97949,  0.00,  0.92383, -0.38257,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.0625,  0.9375,  0.47363,  0.56689,  0.16785,  0.21619
2258, 523,  5.9253,  8.86784, -53.61795, -0.11163, -0.16711,  0.97949,  0.00,  0.83154, -0.55566,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.09375,  0.9375,  0.46118,  0.56006,  0.1615,  0.21277
2259, 516,  8.006,  19.32819, -50.50701, -0.14844, -0.3584,  0.92188,  0.00,  0.92383, -0.38257,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.0625,  0.875,  0.44702,  0.63135,  0.15356,  0.25073
2260, 523,  5.9253,  8.86784, -53.61795, -0.11163, -0.16711,  0.97949,  0.00,  0.83154, -0.55566,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.09375,  0.9375,  0.46118,  0.56006,  0.1615,  0.21277
2261, 517,  11.6229,  17.39491, -50.50701, -0.21545, -0.32251,  0.92188,  0.00,  0.83154, -0.55566,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.09375,  0.875,  0.42261,  0.61816,  0.14075,  0.24377
2262, 524,  0.00,  0.00, -54.66838,  0.00,  0.00,  1.00,  0.00,  0.88184, -0.47144,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.0625,  1.00,  0.50146,  0.50,  0.18213,  0.18225
2263, 523,  5.9253,  8.86784, -53.61795, -0.11163, -0.16711,  0.97949,  0.00,  0.83154, -0.55566,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.09375,  0.9375,  0.46118,  0.56006,  0.1615,  0.21277
2264, 521,  4.08142,  9.85342, -53.61795, -0.0769, -0.18567,  0.97949,  0.00,  0.92383, -0.38257,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.0625,  0.9375,  0.47363,  0.56689,  0.16785,  0.21619
2265, 503,  16.87385,  25.2535, -45.4551, -0.31104, -0.46533,  0.82861,  0.00,  0.83154, -0.55566,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.09375,  0.8125,  0.38696,  0.67139,  0.1192,  0.27612
2266, 517,  11.6229,  17.39491, -50.50701, -0.21545, -0.32251,  0.92188,  0.00,  0.83154, -0.55566,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.09375,  0.875,  0.42261,  0.61816,  0.14075,  0.24377
2267, 525,  14.79315,  14.79315, -50.50701, -0.27417, -0.27417,  0.92188,  0.00,  0.70703, -0.70703,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.125,  0.875,  0.40112,  0.60059,  0.12952,  0.2345
2268, 503,  16.87385,  25.2535, -45.4551, -0.31104, -0.46533,  0.82861,  0.00,  0.83154, -0.55566,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.09375,  0.8125,  0.38696,  0.67139,  0.1192,  0.27612
2269, 525,  14.79315,  14.79315, -50.50701, -0.27417, -0.27417,  0.92188,  0.00,  0.70703, -0.70703,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.125,  0.875,  0.40112,  0.60059,  0.12952,  0.2345
2270, 500,  21.47633,  21.47633, -45.4551, -0.39575, -0.39575,  0.82861,  0.00,  0.70703, -0.70703,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.125,  0.8125,  0.35571,  0.64551,  0.10217,  0.26196
2271, 517,  11.6229,  17.39491, -50.50701, -0.21545, -0.32251,  0.92188,  0.00,  0.83154, -0.55566,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.09375,  0.875,  0.42261,  0.61816,  0.14075,  0.24377
2272, 523,  5.9253,  8.86784, -53.61795, -0.11163, -0.16711,  0.97949,  0.00,  0.83154, -0.55566,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.09375,  0.9375,  0.46118,  0.56006,  0.1615,  0.21277
2273, 526,  7.54148,  7.54148, -53.61795, -0.14209, -0.14209,  0.97949,  0.00,  0.70703, -0.70703,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.125,  0.9375,  0.4502,  0.55127,  0.15588,  0.20813
2274, 517,  11.6229,  17.39491, -50.50701, -0.21545, -0.32251,  0.92188,  0.00,  0.83154, -0.55566,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.09375,  0.875,  0.42261,  0.61816,  0.14075,  0.24377
2275, 526,  7.54148,  7.54148, -53.61795, -0.14209, -0.14209,  0.97949,  0.00,  0.70703, -0.70703,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.125,  0.9375,  0.4502,  0.55127,  0.15588,  0.20813
2276, 525,  14.79315,  14.79315, -50.50701, -0.27417, -0.27417,  0.92188,  0.00,  0.70703, -0.70703,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.125,  0.875,  0.40112,  0.60059,  0.12952,  0.2345
2277, 527,  0.00,  0.00, -54.66838,  0.00,  0.00,  1.00,  0.00,  0.77295, -0.63428,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.09375,  1.00,  0.50146,  0.50,  0.18213,  0.18225
2278, 526,  7.54148,  7.54148, -53.61795, -0.14209, -0.14209,  0.97949,  0.00,  0.70703, -0.70703,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.125,  0.9375,  0.4502,  0.55127,  0.15588,  0.20813
2279, 523,  5.9253,  8.86784, -53.61795, -0.11163, -0.16711,  0.97949,  0.00,  0.83154, -0.55566,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.09375,  0.9375,  0.46118,  0.56006,  0.1615,  0.21277
2280, 500,  21.47633,  21.47633, -45.4551, -0.39575, -0.39575,  0.82861,  0.00,  0.70703, -0.70703,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.125,  0.8125,  0.35571,  0.64551,  0.10217,  0.26196
2281, 525,  14.79315,  14.79315, -50.50701, -0.27417, -0.27417,  0.92188,  0.00,  0.70703, -0.70703,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.125,  0.875,  0.40112,  0.60059,  0.12952,  0.2345
2282, 528,  17.39491,  11.6229, -50.50701, -0.32251, -0.21545,  0.92188,  0.00,  0.55566, -0.83154,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.15625,  0.875,  0.3833,  0.57861,  0.1203,  0.22327
2283, 500,  21.47633,  21.47633, -45.4551, -0.39575, -0.39575,  0.82861,  0.00,  0.70703, -0.70703,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.125,  0.8125,  0.35571,  0.64551,  0.10217,  0.26196
2284, 528,  17.39491,  11.6229, -50.50701, -0.32251, -0.21545,  0.92188,  0.00,  0.55566, -0.83154,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.15625,  0.875,  0.3833,  0.57861,  0.1203,  0.22327
2285, 499,  25.2535,  16.87385, -45.4551, -0.46533, -0.31104,  0.82861,  0.00,  0.55566, -0.83154,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.15625,  0.8125,  0.33008,  0.61426,  0.08813,  0.24487
2286, 525,  14.79315,  14.79315, -50.50701, -0.27417, -0.27417,  0.92188,  0.00,  0.70703, -0.70703,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.125,  0.875,  0.40112,  0.60059,  0.12952,  0.2345
2287, 526,  7.54148,  7.54148, -53.61795, -0.14209, -0.14209,  0.97949,  0.00,  0.70703, -0.70703,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.125,  0.9375,  0.4502,  0.55127,  0.15588,  0.20813
2288, 529,  8.86784,  5.9253, -53.61795, -0.16711, -0.11163,  0.97949,  0.00,  0.55566, -0.83154,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.15625,  0.9375,  0.44116,  0.54004,  0.15137,  0.20251
2289, 525,  14.79315,  14.79315, -50.50701, -0.27417, -0.27417,  0.92188,  0.00,  0.70703, -0.70703,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.125,  0.875,  0.40112,  0.60059,  0.12952,  0.2345
2290, 529,  8.86784,  5.9253, -53.61795, -0.16711, -0.11163,  0.97949,  0.00,  0.55566, -0.83154,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.15625,  0.9375,  0.44116,  0.54004,  0.15137,  0.20251
2291, 528,  17.39491,  11.6229, -50.50701, -0.32251, -0.21545,  0.92188,  0.00,  0.55566, -0.83154,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.15625,  0.875,  0.3833,  0.57861,  0.1203,  0.22327
2292, 530,  0.00,  0.00, -54.66838,  0.00,  0.00,  1.00,  0.00,  0.63428, -0.77295,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.125,  1.00,  0.50146,  0.50,  0.18213,  0.18225
2293, 529,  8.86784,  5.9253, -53.61795, -0.16711, -0.11163,  0.97949,  0.00,  0.55566, -0.83154,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.15625,  0.9375,  0.44116,  0.54004,  0.15137,  0.20251
2294, 526,  7.54148,  7.54148, -53.61795, -0.14209, -0.14209,  0.97949,  0.00,  0.70703, -0.70703,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.125,  0.9375,  0.4502,  0.55127,  0.15588,  0.20813
2295, 499,  25.2535,  16.87385, -45.4551, -0.46533, -0.31104,  0.82861,  0.00,  0.55566, -0.83154,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.15625,  0.8125,  0.33008,  0.61426,  0.08813,  0.24487
2296, 528,  17.39491,  11.6229, -50.50701, -0.32251, -0.21545,  0.92188,  0.00,  0.55566, -0.83154,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.15625,  0.875,  0.3833,  0.57861,  0.1203,  0.22327
2297, 531,  19.32819,  8.00599, -50.50701, -0.3584, -0.14844,  0.92188,  0.00,  0.38257, -0.92383,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.1875,  0.875,  0.37036,  0.5542,  0.11346,  0.21045
2298, 499,  25.2535,  16.87385, -45.4551, -0.46533, -0.31104,  0.82861,  0.00,  0.55566, -0.83154,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.15625,  0.8125,  0.33008,  0.61426,  0.08813,  0.24487
2299, 531,  19.32819,  8.00599, -50.50701, -0.3584, -0.14844,  0.92188,  0.00,  0.38257, -0.92383,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.1875,  0.875,  0.37036,  0.5542,  0.11346,  0.21045
2300, 501,  28.06019,  11.6229, -45.4551, -0.51709, -0.21423,  0.82861,  0.00,  0.38257, -0.92383,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.1875,  0.8125,  0.31104,  0.57861,  0.0777,  0.22534
2301, 528,  17.39491,  11.6229, -50.50701, -0.32251, -0.21545,  0.92188,  0.00,  0.55566, -0.83154,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.15625,  0.875,  0.3833,  0.57861,  0.1203,  0.22327
2302, 529,  8.86784,  5.9253, -53.61795, -0.16711, -0.11163,  0.97949,  0.00,  0.55566, -0.83154,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.15625,  0.9375,  0.44116,  0.54004,  0.15137,  0.20251
2303, 532,  9.85342,  4.08142, -53.61795, -0.18567, -0.0769,  0.97949,  0.00,  0.38257, -0.92383,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.1875,  0.9375,  0.43457,  0.52783,  0.14795,  0.19617
2304, 528,  17.39491,  11.6229, -50.50701, -0.32251, -0.21545,  0.92188,  0.00,  0.55566, -0.83154,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.15625,  0.875,  0.3833,  0.57861,  0.1203,  0.22327
2305, 532,  9.85342,  4.08142, -53.61795, -0.18567, -0.0769,  0.97949,  0.00,  0.38257, -0.92383,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.1875,  0.9375,  0.43457,  0.52783,  0.14795,  0.19617
2306, 531,  19.32819,  8.00599, -50.50701, -0.3584, -0.14844,  0.92188,  0.00,  0.38257, -0.92383,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.1875,  0.875,  0.37036,  0.5542,  0.11346,  0.21045
2307, 533,  0.00,  0.00, -54.66838,  0.00,  0.00,  1.00,  0.00,  0.47144, -0.88184,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.15625,  1.00,  0.50146,  0.50,  0.18213,  0.18225
