VTX, IDX, in_POSITION0.x, in_POSITION0.y, in_POSITION0.z, in_COLOR0.x, in_COLOR0.y, in_COLOR0.z, in_COLOR0.w, in_TEXCOORD0.x, in_TEXCOORD0.y, in_TEXCOORD1.x, in_TEXCOORD1.y, in_TEXCOORD2.x, in_TEXCOORD2.y, in_BLENDWEIGHTS0.x, in_BLENDWEIGHTS0.y, in_BLENDWEIGHTS0.z, in_BLENDWEIGHTS0.w, in_BLENDINDICES0.x, in_BLENDINDICES0.y, in_BLENDINDICES0.z, in_BLENDINDICES0.w
2437, 494,  0.48538,  0.50658, -0.32037,  1.00,  1.00,  1.00,  1.00,  0.41724,  0.60352,  0.41724,  0.60352,  0.41724,  0.60352,  0.86114,  0.12648,  0.01238,  0.00, 12, 13, 11, 0
2438, 495,  0.51821,  0.44657, -0.36229,  1.00,  1.00,  1.00,  1.00,  0.40796,  0.5752,  0.40796,  0.5752,  0.40796,  0.5752,  0.88843,  0.06238,  0.0492,  0.00, 12, 11, 13, 0
2439, 495,  0.51821,  0.44657, -0.36229,  1.00,  1.00,  1.00,  1.00,  0.40796,  0.5752,  0.40796,  0.5752,  0.40796,  0.5752,  0.88843,  0.06238,  0.0492,  0.00, 12, 11, 13, 0
2440, 408,  0.52077,  0.49086, -0.27946,  1.00,  1.00,  1.00,  1.00,  0.29126,  0.60547,  0.29126,  0.60547,  0.29126,  0.60547,  0.84607,  0.1332,  0.02075,  0.00, 12, 13, 11, 0
2441, 414,  0.55861,  0.42822, -0.31819,  1.00,  1.00,  1.00,  1.00,  0.28027,  0.57715,  0.28027,  0.57715,  0.28027,  0.57715,  0.8631,  0.08133,  0.05557,  0.00, 12, 11, 13, 0
2442, 489,  0.43675,  0.51015, -0.35199,  1.00,  1.00,  1.00,  1.00,  0.56445,  0.60254,  0.56445,  0.60254,  0.56445,  0.60254,  0.83537,  0.14881,  0.01582,  0.00, 12, 13, 11, 0
2443, 496,  0.46586,  0.45152, -0.39763,  1.00,  1.00,  1.00,  1.00,  0.55713,  0.57373,  0.55713,  0.57373,  0.55713,  0.57373,  0.86166,  0.08215,  0.05618,  0.00, 12, 11, 13, 0
2444, 490,  0.38212,  0.46845, -0.44521,  1.00,  1.00,  1.00,  1.00,  0.76611,  0.57471,  0.76611,  0.57471,  0.76611,  0.57471,  0.84521,  0.08257,  0.07222,  0.00, 12, 11, 13, 0
2445, 489,  0.43675,  0.51015, -0.35199,  1.00,  1.00,  1.00,  1.00,  0.56445,  0.60254,  0.56445,  0.60254,  0.56445,  0.60254,  0.83537,  0.14881,  0.01582,  0.00, 12, 13, 11, 0
2446, 495,  0.51821,  0.44657, -0.36229,  1.00,  1.00,  1.00,  1.00,  0.40796,  0.5752,  0.40796,  0.5752,  0.40796,  0.5752,  0.88843,  0.06238,  0.0492,  0.00, 12, 11, 13, 0
2447, 496,  0.46586,  0.45152, -0.39763,  1.00,  1.00,  1.00,  1.00,  0.55713,  0.57373,  0.55713,  0.57373,  0.55713,  0.57373,  0.86166,  0.08215,  0.05618,  0.00, 12, 11, 13, 0
2448, 496,  0.46586,  0.45152, -0.39763,  1.00,  1.00,  1.00,  1.00,  0.55713,  0.57373,  0.55713,  0.57373,  0.55713,  0.57373,  0.86166,  0.08215,  0.05618,  0.00, 12, 11, 13, 0
2449, 492,  0.40636,  0.41953, -0.49841,  1.00,  1.00,  1.00,  1.00,  0.7627,  0.54639,  0.7627,  0.54639,  0.7627,  0.54639,  0.75439,  0.22509,  0.02052,  0.00, 12, 11, 13, 0
2450, 490,  0.38212,  0.46845, -0.44521,  1.00,  1.00,  1.00,  1.00,  0.76611,  0.57471,  0.76611,  0.57471,  0.76611,  0.57471,  0.84521,  0.08257,  0.07222,  0.00, 12, 11, 13, 0
2451, 414,  0.55861,  0.42822, -0.31819,  1.00,  1.00,  1.00,  1.00,  0.28027,  0.57715,  0.28027,  0.57715,  0.28027,  0.57715,  0.8631,  0.08133,  0.05557,  0.00, 12, 11, 13, 0
2452, 497,  0.55189,  0.3951, -0.40829,  1.00,  1.00,  1.00,  1.00,  0.39941,  0.54785,  0.39941,  0.54785,  0.39941,  0.54785,  0.81202,  0.17331,  0.01466,  0.00, 12, 11, 13, 0
2453, 495,  0.51821,  0.44657, -0.36229,  1.00,  1.00,  1.00,  1.00,  0.40796,  0.5752,  0.40796,  0.5752,  0.40796,  0.5752,  0.88843,  0.06238,  0.0492,  0.00, 12, 11, 13, 0
2454, 497,  0.55189,  0.3951, -0.40829,  1.00,  1.00,  1.00,  1.00,  0.39941,  0.54785,  0.39941,  0.54785,  0.39941,  0.54785,  0.81202,  0.17331,  0.01466,  0.00, 12, 11, 13, 0
2455, 496,  0.46586,  0.45152, -0.39763,  1.00,  1.00,  1.00,  1.00,  0.55713,  0.57373,  0.55713,  0.57373,  0.55713,  0.57373,  0.86166,  0.08215,  0.05618,  0.00, 12, 11, 13, 0
2456, 495,  0.51821,  0.44657, -0.36229,  1.00,  1.00,  1.00,  1.00,  0.40796,  0.5752,  0.40796,  0.5752,  0.40796,  0.5752,  0.88843,  0.06238,  0.0492,  0.00, 12, 11, 13, 0
2457, 414,  0.55861,  0.42822, -0.31819,  1.00,  1.00,  1.00,  1.00,  0.28027,  0.57715,  0.28027,  0.57715,  0.28027,  0.57715,  0.8631,  0.08133,  0.05557,  0.00, 12, 11, 13, 0
2458, 402,  0.59857,  0.37506, -0.36217,  1.00,  1.00,  1.00,  1.00,  0.27051,  0.55029,  0.27051,  0.55029,  0.27051,  0.55029,  0.72306,  0.25914,  0.01779,  0.00, 12, 11, 13, 0
2459, 497,  0.55189,  0.3951, -0.40829,  1.00,  1.00,  1.00,  1.00,  0.39941,  0.54785,  0.39941,  0.54785,  0.39941,  0.54785,  0.81202,  0.17331,  0.01466,  0.00, 12, 11, 13, 0
2460, 492,  0.40636,  0.41953, -0.49841,  1.00,  1.00,  1.00,  1.00,  0.7627,  0.54639,  0.7627,  0.54639,  0.7627,  0.54639,  0.75439,  0.22509,  0.02052,  0.00, 12, 11, 13, 0
2461, 498,  0.43124,  0.37685, -0.55466,  1.00,  1.00,  1.00,  1.00,  0.75977,  0.51807,  0.75977,  0.51807,  0.75977,  0.51807,  0.52805,  0.46722,  0.00475,  0.00, 12, 11, 10, 0
2462, 493,  0.33822,  0.3974, -0.61032,  1.00,  1.00,  1.00,  1.00,  0.99805,  0.51758,  0.99805,  0.51758,  0.99805,  0.51758,  0.5319,  0.46206,  0.00604,  0.00, 12, 11, 10, 0
2463, 498,  0.43124,  0.37685, -0.55466,  1.00,  1.00,  1.00,  1.00,  0.75977,  0.51807,  0.75977,  0.51807,  0.75977,  0.51807,  0.52805,  0.46722,  0.00475,  0.00, 12, 11, 10, 0
2464, 499,  0.36404,  0.36035, -0.66893,  1.00,  1.00,  1.00,  1.00,  0.99805,  0.48975,  0.99805,  0.48975,  0.99805,  0.48975,  0.78866,  0.17702,  0.03432,  0.00, 11, 12, 10, 0
2465, 493,  0.33822,  0.3974, -0.61032,  1.00,  1.00,  1.00,  1.00,  0.99805,  0.51758,  0.99805,  0.51758,  0.99805,  0.51758,  0.5319,  0.46206,  0.00604,  0.00, 12, 11, 10, 0
2466, 496,  0.46586,  0.45152, -0.39763,  1.00,  1.00,  1.00,  1.00,  0.55713,  0.57373,  0.55713,  0.57373,  0.55713,  0.57373,  0.86166,  0.08215,  0.05618,  0.00, 12, 11, 13, 0
2467, 500,  0.49508,  0.40076, -0.44641,  1.00,  1.00,  1.00,  1.00,  0.5498,  0.5459,  0.5498,  0.5459,  0.5498,  0.5459,  0.77968,  0.20502,  0.0153,  0.00, 12, 11, 13, 0
2468, 492,  0.40636,  0.41953, -0.49841,  1.00,  1.00,  1.00,  1.00,  0.7627,  0.54639,  0.7627,  0.54639,  0.7627,  0.54639,  0.75439,  0.22509,  0.02052,  0.00, 12, 11, 13, 0
2469, 497,  0.55189,  0.3951, -0.40829,  1.00,  1.00,  1.00,  1.00,  0.39941,  0.54785,  0.39941,  0.54785,  0.39941,  0.54785,  0.81202,  0.17331,  0.01466,  0.00, 12, 11, 13, 0
2470, 500,  0.49508,  0.40076, -0.44641,  1.00,  1.00,  1.00,  1.00,  0.5498,  0.5459,  0.5498,  0.5459,  0.5498,  0.5459,  0.77968,  0.20502,  0.0153,  0.00, 12, 11, 13, 0
2471, 496,  0.46586,  0.45152, -0.39763,  1.00,  1.00,  1.00,  1.00,  0.55713,  0.57373,  0.55713,  0.57373,  0.55713,  0.57373,  0.86166,  0.08215,  0.05618,  0.00, 12, 11, 13, 0
2472, 500,  0.49508,  0.40076, -0.44641,  1.00,  1.00,  1.00,  1.00,  0.5498,  0.5459,  0.5498,  0.5459,  0.5498,  0.5459,  0.77968,  0.20502,  0.0153,  0.00, 12, 11, 13, 0
2473, 498,  0.43124,  0.37685, -0.55466,  1.00,  1.00,  1.00,  1.00,  0.75977,  0.51807,  0.75977,  0.51807,  0.75977,  0.51807,  0.52805,  0.46722,  0.00475,  0.00, 12, 11, 10, 0
2474, 492,  0.40636,  0.41953, -0.49841,  1.00,  1.00,  1.00,  1.00,  0.7627,  0.54639,  0.7627,  0.54639,  0.7627,  0.54639,  0.75439,  0.22509,  0.02052,  0.00, 12, 11, 13, 0
2475, 501,  0.58602,  0.35024, -0.45894,  1.00,  1.00,  1.00,  1.00,  0.3916,  0.52051,  0.3916,  0.52051,  0.3916,  0.52051,  0.53747,  0.46075,  0.00179,  0.00, 12, 11, 13, 0
2476, 497,  0.55189,  0.3951, -0.40829,  1.00,  1.00,  1.00,  1.00,  0.39941,  0.54785,  0.39941,  0.54785,  0.39941,  0.54785,  0.81202,  0.17331,  0.01466,  0.00, 12, 11, 13, 0
2477, 402,  0.59857,  0.37506, -0.36217,  1.00,  1.00,  1.00,  1.00,  0.27051,  0.55029,  0.27051,  0.55029,  0.27051,  0.55029,  0.72306,  0.25914,  0.01779,  0.00, 12, 11, 13, 0
2478, 500,  0.49508,  0.40076, -0.44641,  1.00,  1.00,  1.00,  1.00,  0.5498,  0.5459,  0.5498,  0.5459,  0.5498,  0.5459,  0.77968,  0.20502,  0.0153,  0.00, 12, 11, 13, 0
2479, 497,  0.55189,  0.3951, -0.40829,  1.00,  1.00,  1.00,  1.00,  0.39941,  0.54785,  0.39941,  0.54785,  0.39941,  0.54785,  0.81202,  0.17331,  0.01466,  0.00, 12, 11, 13, 0
2480, 501,  0.58602,  0.35024, -0.45894,  1.00,  1.00,  1.00,  1.00,  0.3916,  0.52051,  0.3916,  0.52051,  0.3916,  0.52051,  0.53747,  0.46075,  0.00179,  0.00, 12, 11, 13, 0
2481, 501,  0.58602,  0.35024, -0.45894,  1.00,  1.00,  1.00,  1.00,  0.3916,  0.52051,  0.3916,  0.52051,  0.3916,  0.52051,  0.53747,  0.46075,  0.00179,  0.00, 12, 11, 13, 0
2482, 402,  0.59857,  0.37506, -0.36217,  1.00,  1.00,  1.00,  1.00,  0.27051,  0.55029,  0.27051,  0.55029,  0.27051,  0.55029,  0.72306,  0.25914,  0.01779,  0.00, 12, 11, 13, 0
2483, 403,  0.63955,  0.32917, -0.41197,  1.00,  1.00,  1.00,  1.00,  0.26221,  0.52344,  0.26221,  0.52344,  0.26221,  0.52344,  0.53196,  0.46497,  0.00307,  0.00, 11, 12, 13, 0
2484, 403,  0.63955,  0.32917, -0.41197,  1.00,  1.00,  1.00,  1.00,  0.26221,  0.52344,  0.26221,  0.52344,  0.26221,  0.52344,  0.53196,  0.46497,  0.00307,  0.00, 11, 12, 13, 0
2485, 404,  0.62036,  0.3112, -0.51425,  1.00,  1.00,  1.00,  1.00,  0.38184,  0.49341,  0.38184,  0.49341,  0.38184,  0.49341,  0.77668,  0.21489,  0.00842,  0.00, 11, 12, 10, 0
2486, 501,  0.58602,  0.35024, -0.45894,  1.00,  1.00,  1.00,  1.00,  0.3916,  0.52051,  0.3916,  0.52051,  0.3916,  0.52051,  0.53747,  0.46075,  0.00179,  0.00, 12, 11, 13, 0
2487, 500,  0.49508,  0.40076, -0.44641,  1.00,  1.00,  1.00,  1.00,  0.5498,  0.5459,  0.5498,  0.5459,  0.5498,  0.5459,  0.77968,  0.20502,  0.0153,  0.00, 12, 11, 13, 0
2488, 501,  0.58602,  0.35024, -0.45894,  1.00,  1.00,  1.00,  1.00,  0.3916,  0.52051,  0.3916,  0.52051,  0.3916,  0.52051,  0.53747,  0.46075,  0.00179,  0.00, 12, 11, 13, 0
2489, 502,  0.52425,  0.35629, -0.499,  1.00,  1.00,  1.00,  1.00,  0.54346,  0.51807,  0.54346,  0.51807,  0.54346,  0.51807,  0.51962,  0.48038,  0.00,  0.00, 12, 11, 0, 0
2490, 500,  0.49508,  0.40076, -0.44641,  1.00,  1.00,  1.00,  1.00,  0.5498,  0.5459,  0.5498,  0.5459,  0.5498,  0.5459,  0.77968,  0.20502,  0.0153,  0.00, 12, 11, 13, 0
2491, 502,  0.52425,  0.35629, -0.499,  1.00,  1.00,  1.00,  1.00,  0.54346,  0.51807,  0.54346,  0.51807,  0.54346,  0.51807,  0.51962,  0.48038,  0.00,  0.00, 12, 11, 0, 0
2492, 498,  0.43124,  0.37685, -0.55466,  1.00,  1.00,  1.00,  1.00,  0.75977,  0.51807,  0.75977,  0.51807,  0.75977,  0.51807,  0.52805,  0.46722,  0.00475,  0.00, 12, 11, 10, 0
2493, 404,  0.62036,  0.3112, -0.51425,  1.00,  1.00,  1.00,  1.00,  0.38184,  0.49341,  0.38184,  0.49341,  0.38184,  0.49341,  0.77668,  0.21489,  0.00842,  0.00, 11, 12, 10, 0
2494, 502,  0.52425,  0.35629, -0.499,  1.00,  1.00,  1.00,  1.00,  0.54346,  0.51807,  0.54346,  0.51807,  0.54346,  0.51807,  0.51962,  0.48038,  0.00,  0.00, 12, 11, 0, 0
2495, 501,  0.58602,  0.35024, -0.45894,  1.00,  1.00,  1.00,  1.00,  0.3916,  0.52051,  0.3916,  0.52051,  0.3916,  0.52051,  0.53747,  0.46075,  0.00179,  0.00, 12, 11, 13, 0
2496, 498,  0.43124,  0.37685, -0.55466,  1.00,  1.00,  1.00,  1.00,  0.75977,  0.51807,  0.75977,  0.51807,  0.75977,  0.51807,  0.52805,  0.46722,  0.00475,  0.00, 12, 11, 10, 0
2497, 503,  0.45874,  0.3389, -0.61194,  1.00,  1.00,  1.00,  1.00,  0.75537,  0.49023,  0.75537,  0.49023,  0.75537,  0.49023,  0.79734,  0.17536,  0.0273,  0.00, 11, 12, 10, 0
2498, 499,  0.36404,  0.36035, -0.66893,  1.00,  1.00,  1.00,  1.00,  0.99805,  0.48975,  0.99805,  0.48975,  0.99805,  0.48975,  0.78866,  0.17702,  0.03432,  0.00, 11, 12, 10, 0
2499, 502,  0.52425,  0.35629, -0.499,  1.00,  1.00,  1.00,  1.00,  0.54346,  0.51807,  0.54346,  0.51807,  0.54346,  0.51807,  0.51962,  0.48038,  0.00,  0.00, 12, 11, 0, 0
2500, 503,  0.45874,  0.3389, -0.61194,  1.00,  1.00,  1.00,  1.00,  0.75537,  0.49023,  0.75537,  0.49023,  0.75537,  0.49023,  0.79734,  0.17536,  0.0273,  0.00, 11, 12, 10, 0
2501, 498,  0.43124,  0.37685, -0.55466,  1.00,  1.00,  1.00,  1.00,  0.75977,  0.51807,  0.75977,  0.51807,  0.75977,  0.51807,  0.52805,  0.46722,  0.00475,  0.00, 12, 11, 10, 0
2502, 499,  0.36404,  0.36035, -0.66893,  1.00,  1.00,  1.00,  1.00,  0.99805,  0.48975,  0.99805,  0.48975,  0.99805,  0.48975,  0.78866,  0.17702,  0.03432,  0.00, 11, 12, 10, 0
2503, 503,  0.45874,  0.3389, -0.61194,  1.00,  1.00,  1.00,  1.00,  0.75537,  0.49023,  0.75537,  0.49023,  0.75537,  0.49023,  0.79734,  0.17536,  0.0273,  0.00, 11, 12, 10, 0
2504, 504,  0.48734,  0.29815, -0.66931,  1.00,  1.00,  1.00,  1.00,  0.75244,  0.46191,  0.75244,  0.46191,  0.75244,  0.46191,  0.75093,  0.1716,  0.07747,  0.00, 11, 10, 12, 0
2505, 499,  0.36404,  0.36035, -0.66893,  1.00,  1.00,  1.00,  1.00,  0.99805,  0.48975,  0.99805,  0.48975,  0.99805,  0.48975,  0.78866,  0.17702,  0.03432,  0.00, 11, 12, 10, 0
2506, 504,  0.48734,  0.29815, -0.66931,  1.00,  1.00,  1.00,  1.00,  0.75244,  0.46191,  0.75244,  0.46191,  0.75244,  0.46191,  0.75093,  0.1716,  0.07747,  0.00, 11, 10, 12, 0
2507, 505,  0.38737,  0.31482, -0.72331,  1.00,  1.00,  1.00,  1.00,  0.99805,  0.46191,  0.99805,  0.46191,  0.99805,  0.46191,  0.7228,  0.20096,  0.07623,  0.00, 11, 10, 12, 0
2508, 504,  0.48734,  0.29815, -0.66931,  1.00,  1.00,  1.00,  1.00,  0.75244,  0.46191,  0.75244,  0.46191,  0.75244,  0.46191,  0.75093,  0.1716,  0.07747,  0.00, 11, 10, 12, 0
2509, 506,  0.41196,  0.25921, -0.7934,  1.00,  1.00,  1.00,  1.00,  0.99805,  0.42798,  0.99805,  0.42798,  0.99805,  0.42798,  0.57189,  0.41073,  0.01738,  0.00, 10, 11, 12, 0
2510, 505,  0.38737,  0.31482, -0.72331,  1.00,  1.00,  1.00,  1.00,  0.99805,  0.46191,  0.99805,  0.46191,  0.99805,  0.46191,  0.7228,  0.20096,  0.07623,  0.00, 11, 10, 12, 0
2511, 404,  0.62036,  0.3112, -0.51425,  1.00,  1.00,  1.00,  1.00,  0.38184,  0.49341,  0.38184,  0.49341,  0.38184,  0.49341,  0.77668,  0.21489,  0.00842,  0.00, 11, 12, 10, 0
2512, 507,  0.55345,  0.31745, -0.55496,  1.00,  1.00,  1.00,  1.00,  0.53564,  0.49072,  0.53564,  0.49072,  0.53564,  0.49072,  0.78824,  0.19167,  0.0201,  0.00, 11, 12, 10, 0
2513, 502,  0.52425,  0.35629, -0.499,  1.00,  1.00,  1.00,  1.00,  0.54346,  0.51807,  0.54346,  0.51807,  0.54346,  0.51807,  0.51962,  0.48038,  0.00,  0.00, 12, 11, 0, 0
2514, 502,  0.52425,  0.35629, -0.499,  1.00,  1.00,  1.00,  1.00,  0.54346,  0.51807,  0.54346,  0.51807,  0.54346,  0.51807,  0.51962,  0.48038,  0.00,  0.00, 12, 11, 0, 0
2515, 507,  0.55345,  0.31745, -0.55496,  1.00,  1.00,  1.00,  1.00,  0.53564,  0.49072,  0.53564,  0.49072,  0.53564,  0.49072,  0.78824,  0.19167,  0.0201,  0.00, 11, 12, 10, 0
2516, 503,  0.45874,  0.3389, -0.61194,  1.00,  1.00,  1.00,  1.00,  0.75537,  0.49023,  0.75537,  0.49023,  0.75537,  0.49023,  0.79734,  0.17536,  0.0273,  0.00, 11, 12, 10, 0
2517, 504,  0.48734,  0.29815, -0.66931,  1.00,  1.00,  1.00,  1.00,  0.75244,  0.46191,  0.75244,  0.46191,  0.75244,  0.46191,  0.75093,  0.1716,  0.07747,  0.00, 11, 10, 12, 0
2518, 503,  0.45874,  0.3389, -0.61194,  1.00,  1.00,  1.00,  1.00,  0.75537,  0.49023,  0.75537,  0.49023,  0.75537,  0.49023,  0.79734,  0.17536,  0.0273,  0.00, 11, 12, 10, 0
2519, 507,  0.55345,  0.31745, -0.55496,  1.00,  1.00,  1.00,  1.00,  0.53564,  0.49072,  0.53564,  0.49072,  0.53564,  0.49072,  0.78824,  0.19167,  0.0201,  0.00, 11, 12, 10, 0
2520, 507,  0.55345,  0.31745, -0.55496,  1.00,  1.00,  1.00,  1.00,  0.53564,  0.49072,  0.53564,  0.49072,  0.53564,  0.49072,  0.78824,  0.19167,  0.0201,  0.00, 11, 12, 10, 0
2521, 404,  0.62036,  0.3112, -0.51425,  1.00,  1.00,  1.00,  1.00,  0.38184,  0.49341,  0.38184,  0.49341,  0.38184,  0.49341,  0.77668,  0.21489,  0.00842,  0.00, 11, 12, 10, 0
2522, 405,  0.65831,  0.27183, -0.57377,  1.00,  1.00,  1.00,  1.00,  0.3623,  0.46533,  0.3623,  0.46533,  0.3623,  0.46533,  0.88382,  0.06439,  0.0518,  0.00, 11, 12, 10, 0
2523, 507,  0.55345,  0.31745, -0.55496,  1.00,  1.00,  1.00,  1.00,  0.53564,  0.49072,  0.53564,  0.49072,  0.53564,  0.49072,  0.78824,  0.19167,  0.0201,  0.00, 11, 12, 10, 0
2524, 405,  0.65831,  0.27183, -0.57377,  1.00,  1.00,  1.00,  1.00,  0.3623,  0.46533,  0.3623,  0.46533,  0.3623,  0.46533,  0.88382,  0.06439,  0.0518,  0.00, 11, 12, 10, 0
2525, 508,  0.5873,  0.28149, -0.61532,  1.00,  1.00,  1.00,  1.00,  0.51367,  0.46167,  0.51367,  0.46167,  0.51367,  0.46167,  0.82496,  0.10886,  0.06618,  0.00, 11, 10, 12, 0
2526, 504,  0.48734,  0.29815, -0.66931,  1.00,  1.00,  1.00,  1.00,  0.75244,  0.46191,  0.75244,  0.46191,  0.75244,  0.46191,  0.75093,  0.1716,  0.07747,  0.00, 11, 10, 12, 0
2527, 507,  0.55345,  0.31745, -0.55496,  1.00,  1.00,  1.00,  1.00,  0.53564,  0.49072,  0.53564,  0.49072,  0.53564,  0.49072,  0.78824,  0.19167,  0.0201,  0.00, 11, 12, 10, 0
2528, 508,  0.5873,  0.28149, -0.61532,  1.00,  1.00,  1.00,  1.00,  0.51367,  0.46167,  0.51367,  0.46167,  0.51367,  0.46167,  0.82496,  0.10886,  0.06618,  0.00, 11, 10, 12, 0
2529, 405,  0.65831,  0.27183, -0.57377,  1.00,  1.00,  1.00,  1.00,  0.3623,  0.46533,  0.3623,  0.46533,  0.3623,  0.46533,  0.88382,  0.06439,  0.0518,  0.00, 11, 12, 10, 0
2530, 406,  0.64555,  0.23112, -0.67524,  1.00,  1.00,  1.00,  1.00,  0.41211,  0.43042,  0.41211,  0.43042,  0.41211,  0.43042,  0.64977,  0.33605,  0.01282,  0.00136, 11, 10, 12, 8
2531, 508,  0.5873,  0.28149, -0.61532,  1.00,  1.00,  1.00,  1.00,  0.51367,  0.46167,  0.51367,  0.46167,  0.51367,  0.46167,  0.82496,  0.10886,  0.06618,  0.00, 11, 10, 12, 0
2532, 504,  0.48734,  0.29815, -0.66931,  1.00,  1.00,  1.00,  1.00,  0.75244,  0.46191,  0.75244,  0.46191,  0.75244,  0.46191,  0.75093,  0.1716,  0.07747,  0.00, 11, 10, 12, 0
2533, 509,  0.50085,  0.25446, -0.75721,  1.00,  1.00,  1.00,  1.00,  0.77051,  0.42676,  0.77051,  0.42676,  0.77051,  0.42676,  0.54986,  0.43381,  0.01633,  0.00, 10, 11, 12, 0
2534, 506,  0.41196,  0.25921, -0.7934,  1.00,  1.00,  1.00,  1.00,  0.99805,  0.42798,  0.99805,  0.42798,  0.99805,  0.42798,  0.57189,  0.41073,  0.01738,  0.00, 10, 11, 12, 0
2535, 509,  0.50085,  0.25446, -0.75721,  1.00,  1.00,  1.00,  1.00,  0.77051,  0.42676,  0.77051,  0.42676,  0.77051,  0.42676,  0.54986,  0.43381,  0.01633,  0.00, 10, 11, 12, 0
2536, 510,  0.44827,  0.21135, -0.90335,  1.00,  1.00,  1.00,  1.00,  0.99805,  0.38281,  0.99805,  0.38281,  0.99805,  0.38281,  0.7266,  0.16666,  0.10549,  0.00124, 10, 8, 11, 12
2537, 506,  0.41196,  0.25921, -0.7934,  1.00,  1.00,  1.00,  1.00,  0.99805,  0.42798,  0.99805,  0.42798,  0.99805,  0.42798,  0.57189,  0.41073,  0.01738,  0.00, 10, 11, 12, 0
2538, 511,  0.58975,  0.2497, -0.72103,  1.00,  1.00,  1.00,  1.00,  0.5752,  0.42578,  0.5752,  0.42578,  0.5752,  0.42578,  0.5012,  0.48536,  0.01128,  0.00215, 10, 11, 12, 8
2539, 504,  0.48734,  0.29815, -0.66931,  1.00,  1.00,  1.00,  1.00,  0.75244,  0.46191,  0.75244,  0.46191,  0.75244,  0.46191,  0.75093,  0.1716,  0.07747,  0.00, 11, 10, 12, 0
2540, 508,  0.5873,  0.28149, -0.61532,  1.00,  1.00,  1.00,  1.00,  0.51367,  0.46167,  0.51367,  0.46167,  0.51367,  0.46167,  0.82496,  0.10886,  0.06618,  0.00, 11, 10, 12, 0
2541, 511,  0.58975,  0.2497, -0.72103,  1.00,  1.00,  1.00,  1.00,  0.5752,  0.42578,  0.5752,  0.42578,  0.5752,  0.42578,  0.5012,  0.48536,  0.01128,  0.00215, 10, 11, 12, 8
2542, 509,  0.50085,  0.25446, -0.75721,  1.00,  1.00,  1.00,  1.00,  0.77051,  0.42676,  0.77051,  0.42676,  0.77051,  0.42676,  0.54986,  0.43381,  0.01633,  0.00, 10, 11, 12, 0
2543, 504,  0.48734,  0.29815, -0.66931,  1.00,  1.00,  1.00,  1.00,  0.75244,  0.46191,  0.75244,  0.46191,  0.75244,  0.46191,  0.75093,  0.1716,  0.07747,  0.00, 11, 10, 12, 0
2544, 509,  0.50085,  0.25446, -0.75721,  1.00,  1.00,  1.00,  1.00,  0.77051,  0.42676,  0.77051,  0.42676,  0.77051,  0.42676,  0.54986,  0.43381,  0.01633,  0.00, 10, 11, 12, 0
2545, 512,  0.53811,  0.21205, -0.86872,  1.00,  1.00,  1.00,  1.00,  0.77637,  0.38306,  0.77637,  0.38306,  0.77637,  0.38306,  0.73179,  0.15204,  0.11482,  0.00136, 10, 8, 11, 12
2546, 510,  0.44827,  0.21135, -0.90335,  1.00,  1.00,  1.00,  1.00,  0.99805,  0.38281,  0.99805,  0.38281,  0.99805,  0.38281,  0.7266,  0.16666,  0.10549,  0.00124, 10, 8, 11, 12
2547, 511,  0.58975,  0.2497, -0.72103,  1.00,  1.00,  1.00,  1.00,  0.5752,  0.42578,  0.5752,  0.42578,  0.5752,  0.42578,  0.5012,  0.48536,  0.01128,  0.00215, 10, 11, 12, 8
2548, 512,  0.53811,  0.21205, -0.86872,  1.00,  1.00,  1.00,  1.00,  0.77637,  0.38306,  0.77637,  0.38306,  0.77637,  0.38306,  0.73179,  0.15204,  0.11482,  0.00136, 10, 8, 11, 12
2549, 509,  0.50085,  0.25446, -0.75721,  1.00,  1.00,  1.00,  1.00,  0.77051,  0.42676,  0.77051,  0.42676,  0.77051,  0.42676,  0.54986,  0.43381,  0.01633,  0.00, 10, 11, 12, 0
2550, 512,  0.53811,  0.21205, -0.86872,  1.00,  1.00,  1.00,  1.00,  0.77637,  0.38306,  0.77637,  0.38306,  0.77637,  0.38306,  0.73179,  0.15204,  0.11482,  0.00136, 10, 8, 11, 12
2551, 513,  0.46779,  0.19932, -1.01568,  1.00,  1.00,  1.00,  1.00,  0.99854,  0.34302,  0.99854,  0.34302,  0.99854,  0.34302,  0.54641,  0.42565,  0.02794,  0.00, 8, 10, 11, 0
2552, 510,  0.44827,  0.21135, -0.90335,  1.00,  1.00,  1.00,  1.00,  0.99805,  0.38281,  0.99805,  0.38281,  0.99805,  0.38281,  0.7266,  0.16666,  0.10549,  0.00124, 10, 8, 11, 12
2553, 508,  0.5873,  0.28149, -0.61532,  1.00,  1.00,  1.00,  1.00,  0.51367,  0.46167,  0.51367,  0.46167,  0.51367,  0.46167,  0.82496,  0.10886,  0.06618,  0.00, 11, 10, 12, 0
2554, 406,  0.64555,  0.23112, -0.67524,  1.00,  1.00,  1.00,  1.00,  0.41211,  0.43042,  0.41211,  0.43042,  0.41211,  0.43042,  0.64977,  0.33605,  0.01282,  0.00136, 11, 10, 12, 8
2555, 514,  0.62171,  0.24383, -0.69655,  1.00,  1.00,  1.00,  1.00,  0.47534,  0.42798,  0.47534,  0.42798,  0.47534,  0.42798,  0.56332,  0.42293,  0.01215,  0.0016, 11, 10, 12, 8
